CustomerID,Recency,Monetary,Frequency,RecencyQuartile,MonetaryQuartile,FrequencyQuartile,RMFSegment,RMFScore,Cluster,Segments,ClusterSegments
13732,28,491.86,33,4,3,3,433,10,2,potential_loyalists,Silver
13735,25,2885.2400000000002,196,4,5,5,455,14,1,loyal_customers,Platinum
13736,5,731.9,191,5,3,5,535,13,1,potential_loyalists,Platinum
13737,200,339.59999999999997,30,1,2,3,123,6,0,hibernating,Bronze
13739,18,216.9,3,4,1,1,411,6,0,promising,Bronze
13740,241,350.75,23,1,2,2,122,5,0,hibernating,Bronze
13741,72,668.4300000000001,34,3,3,3,333,9,3,need_attention,Gold
13742,17,3131.02,321,4,5,5,455,14,1,loyal_customers,Platinum
13743,3,1341.6,41,5,4,3,543,12,2,champions,Silver
13744,95,1156.36,72,2,4,4,244,10,3,at_Risk,Gold
13745,162,300.04,25,2,2,2,222,6,0,hibernating,Bronze
13747,374,79.6,1,1,1,1,111,3,0,hibernating,Bronze
13748,96,948.25,28,2,4,2,242,8,3,at_Risk,Gold
13750,54,1647.26,24,3,4,2,342,9,3,loyal_customers,Gold
13751,288,296.25,9,1,2,1,121,4,0,hibernating,Bronze
13752,124,1186.28,76,2,4,4,244,10,3,at_Risk,Gold
13753,288,741.26,35,1,3,3,133,7,3,at_Risk,Gold
13754,152,282.59999999999997,12,2,2,1,221,5,0,hibernating,Bronze
13755,4,2161.35,342,5,5,5,555,15,1,champions,Platinum
13756,2,5189.52,142,5,5,5,555,15,1,champions,Platinum
13758,12,3190.55,117,5,5,4,554,14,1,champions,Platinum
13759,33,659.4100000000001,25,4,3,2,432,9,2,potential_loyalists,Silver
13760,54,286.79,57,3,2,3,323,8,2,about_to_sleep,Silver
13761,50,1070.65,70,3,4,4,344,11,3,loyal_customers,Gold
13762,219,306.72,7,1,2,1,121,4,0,hibernating,Bronze
13763,63,1714.96,15,3,4,2,342,9,3,loyal_customers,Gold
13764,71,1521.76,208,3,4,5,345,12,3,loyal_customers,Gold
13767,2,17220.36,368,5,5,5,555,15,1,champions,Platinum
13769,2,2796.51,135,5,5,5,555,15,1,champions,Platinum
13771,64,2634.45,119,3,5,4,354,12,3,loyal_customers,Gold
13772,34,1132.13,177,3,4,5,345,12,3,loyal_customers,Gold
13774,82,345.0,22,2,2,2,222,6,0,hibernating,Bronze
13777,1,25977.16,197,5,5,5,555,15,1,champions,Platinum
13778,103,178.7,9,2,1,1,211,4,0,hibernating,Bronze
13780,7,360.01,57,5,2,3,523,10,2,potential_loyalists,Silver
13781,251,127.84,17,1,1,2,112,4,0,hibernating,Bronze
13782,13,912.0,115,5,3,4,534,12,2,potential_loyalists,Silver
13784,10,2462.79,31,5,5,3,553,13,2,champions,Silver
13786,367,230.39999999999998,7,1,1,1,111,3,0,hibernating,Bronze
13787,76,309.04,31,2,2,3,223,7,0,hibernating,Bronze
13790,4,348.8,45,5,2,3,523,10,2,potential_loyalists,Silver
13791,128,1516.0,11,2,4,1,241,7,3,at_Risk,Gold
13792,66,195.55,13,3,1,1,311,5,0,about_to_sleep,Bronze
13798,1,37153.85,349,5,5,5,555,15,1,champions,Platinum
13799,117,688.86,39,2,3,3,233,8,3,at_Risk,Gold
13800,310,558.32,33,1,3,3,133,7,0,at_Risk,Bronze
13801,67,324.8,23,3,2,2,322,7,0,about_to_sleep,Bronze
13802,139,4599.42,60,2,5,4,254,11,3,at_Risk,Gold
13803,255,277.07,17,1,2,2,122,5,0,hibernating,Bronze
13804,31,2635.79,137,4,5,5,455,14,3,loyal_customers,Gold
13805,52,924.6,13,3,3,1,331,7,2,need_attention,Silver
13806,64,256.38,10,3,2,1,321,6,0,about_to_sleep,Bronze
13807,367,112.6,7,1,1,1,111,3,0,hibernating,Bronze
13808,6,1747.66,76,5,4,4,544,13,1,champions,Platinum
13809,305,155.05,12,1,1,1,111,3,0,hibernating,Bronze
13810,29,1499.01,35,4,4,3,443,11,3,loyal_customers,Gold
13811,184,814.5,13,1,3,1,131,5,0,at_Risk,Bronze
13812,42,539.0,36,3,3,3,333,9,2,need_attention,Silver
13813,40,1366.8600000000001,69,3,4,4,344,11,3,loyal_customers,Gold
13814,92,1579.12,57,2,4,3,243,9,3,at_Risk,Gold
13815,22,4027.36,176,4,5,5,455,14,1,loyal_customers,Platinum
13816,24,571.6700000000001,28,4,3,2,432,9,2,potential_loyalists,Silver
13817,29,382.98,24,4,2,2,422,8,2,potential_loyalists,Silver
13819,302,1140.35,36,1,4,3,143,8,3,at_Risk,Gold
13821,145,385.64,59,2,2,4,224,8,3,hibernating,Gold
13822,6,632.0,96,5,3,4,534,12,2,potential_loyalists,Silver
13823,19,957.66,40,4,4,3,443,11,2,loyal_customers,Silver
13824,33,1698.94,46,4,4,3,443,11,3,loyal_customers,Gold
13826,176,189.5,10,2,1,1,211,4,0,hibernating,Bronze
13827,58,412.05,93,3,2,4,324,9,3,about_to_sleep,Gold
13828,22,209.49,15,4,1,2,412,7,2,promising,Silver
13831,16,2202.99,74,4,5,4,454,13,1,loyal_customers,Platinum
13832,19,52.199999999999996,3,4,1,1,411,6,0,promising,Bronze
13833,159,384.8,29,2,2,2,222,6,0,hibernating,Bronze
13835,25,834.57,55,4,3,3,433,10,2,potential_loyalists,Silver
13837,212,271.24,19,1,2,2,122,5,0,hibernating,Bronze
13838,6,691.73,174,5,3,5,535,13,1,potential_loyalists,Platinum
13841,253,85.0,1,1,1,1,111,3,0,hibernating,Bronze
13842,59,3385.62,206,3,5,5,355,13,3,loyal_customers,Gold
13844,11,361.62,20,5,2,2,522,9,2,potential_loyalists,Silver
13845,65,312.98,9,3,2,1,321,6,0,about_to_sleep,Bronze
13846,25,865.0600000000001,55,4,3,3,433,10,2,potential_loyalists,Silver
13848,92,1255.0,5,2,4,1,241,7,0,at_Risk,Bronze
13849,52,1537.95,101,3,4,4,344,11,3,loyal_customers,Gold
13850,129,1595.48,93,2,4,4,244,10,3,at_Risk,Gold
13851,96,2651.46,81,2,5,4,254,11,3,at_Risk,Gold
13853,57,1090.14,23,3,4,2,342,9,3,loyal_customers,Gold
13854,9,8109.5199999999995,110,5,5,4,554,14,1,champions,Platinum
13856,169,388.5,14,2,2,2,222,6,0,hibernating,Bronze
13858,57,216.17,11,3,1,1,311,5,0,about_to_sleep,Bronze
13859,326,201.16,28,1,1,2,112,4,0,hibernating,Bronze
13860,1,1245.9,76,5,4,4,544,13,1,champions,Platinum
13862,18,2209.36,139,4,5,5,455,14,1,loyal_customers,Platinum
13863,248,305.78,20,1,2,2,122,5,0,hibernating,Bronze
13865,58,501.56,30,3,3,3,333,9,3,need_attention,Gold
13866,74,145.67000000000002,7,2,1,1,211,4,0,hibernating,Bronze
13867,31,1015.29,61,4,4,4,444,12,3,loyal_customers,Gold
13868,7,3192.54,33,5,5,3,553,13,1,champions,Platinum
13869,123,3104.95,307,2,5,5,255,12,3,at_Risk,Gold
13870,2,2770.94,115,5,5,4,554,14,1,champions,Platinum
13871,23,6403.25,336,4,5,5,455,14,1,loyal_customers,Platinum
13873,120,389.6,23,2,2,2,222,6,0,hibernating,Bronze
13874,358,540.45,18,1,3,2,132,6,0,at_Risk,Bronze
13875,54,1786.79,104,3,4,4,344,11,3,loyal_customers,Gold
13876,64,122.7,7,3,1,1,311,5,0,about_to_sleep,Bronze
13877,86,117.24,3,2,1,1,211,4,0,hibernating,Bronze
13878,55,1281.53,36,3,4,3,343,10,3,loyal_customers,Gold
13880,21,3219.77,165,4,5,5,455,14,1,loyal_customers,Platinum
13881,4,17159.52,178,5,5,5,555,15,1,champions,Platinum
13882,3,1191.13,65,5,4,4,544,13,1,champions,Platinum
13883,11,2674.48,142,5,5,5,555,15,1,champions,Platinum
13884,7,787.6,59,5,3,4,534,12,2,potential_loyalists,Silver
13885,189,506.8,28,1,3,2,132,6,0,at_Risk,Bronze
13886,71,243.56,16,3,1,2,312,6,0,about_to_sleep,Bronze
13887,204,349.55,19,1,2,2,122,5,0,hibernating,Bronze
13888,120,605.63,40,2,3,3,233,8,3,at_Risk,Gold
13889,93,416.90000000000003,15,2,2,2,222,6,0,hibernating,Bronze
13890,1,1883.8100000000002,110,5,4,4,544,13,1,champions,Platinum
13892,27,632.97,27,4,3,2,432,9,2,potential_loyalists,Silver
13893,298,821.1,21,1,3,2,132,6,0,at_Risk,Bronze
13894,24,564.62,27,4,3,2,432,9,2,potential_loyalists,Silver
13895,28,2593.07,118,4,5,4,454,13,3,loyal_customers,Gold
13897,50,311.16,17,3,2,2,322,7,0,about_to_sleep,Bronze
13898,326,155.93,12,1,1,1,111,3,0,hibernating,Bronze
13899,16,388.52,19,4,2,2,422,8,2,potential_loyalists,Silver
13900,183,740.95,43,1,3,3,133,7,3,at_Risk,Gold
13901,72,2867.2,149,3,5,5,355,13,3,loyal_customers,Gold
13904,37,332.64,26,3,2,2,322,7,2,about_to_sleep,Silver
13908,80,2369.55,122,2,5,5,255,12,3,at_Risk,Gold
13911,57,2580.91,148,3,5,5,355,13,3,loyal_customers,Gold
13914,12,626.45,33,5,3,3,533,11,2,potential_loyalists,Silver
13917,50,272.04,18,3,2,2,322,7,0,about_to_sleep,Bronze
13918,50,1212.8400000000001,30,3,4,3,343,10,3,loyal_customers,Gold
13919,59,384.81,28,3,2,2,322,7,2,about_to_sleep,Silver
13922,352,172.25,7,1,1,1,111,3,0,hibernating,Bronze
13923,54,351.13,20,3,2,2,322,7,0,about_to_sleep,Bronze
13924,2,1838.8500000000001,117,5,4,4,544,13,1,champions,Platinum
13925,93,678.25,41,2,3,3,233,8,3,at_Risk,Gold
13926,23,223.85000000000002,11,4,1,1,411,6,2,promising,Silver
13927,75,348.99,21,2,2,2,222,6,0,hibernating,Bronze
13928,11,464.57,27,5,2,2,522,9,2,potential_loyalists,Silver
13929,169,842.65,9,2,3,1,231,6,0,at_Risk,Bronze
13930,58,337.34,17,3,2,2,322,7,0,about_to_sleep,Bronze
13931,96,1237.53,58,2,4,3,243,9,3,at_Risk,Gold
13932,295,307.4,16,1,2,2,122,5,0,hibernating,Bronze
13933,109,608.7900000000001,23,2,3,2,232,7,3,at_Risk,Gold
13934,264,922.1,31,1,3,3,133,7,3,at_Risk,Gold
13936,180,376.58,26,1,2,2,122,5,0,hibernating,Bronze
13937,169,158.85,9,2,1,1,211,4,0,hibernating,Bronze
13938,35,71.66,7,3,1,1,311,5,0,about_to_sleep,Bronze
13939,23,568.55,45,4,3,3,433,10,2,potential_loyalists,Silver
13940,17,839.14,49,4,3,3,433,10,2,potential_loyalists,Silver
13941,22,5112.96,45,4,5,3,453,12,1,loyal_customers,Platinum
13946,79,561.5699999999999,11,2,3,1,231,6,0,at_Risk,Bronze
13947,65,90.6,5,3,1,1,311,5,0,about_to_sleep,Bronze
13948,361,102.0,3,1,1,1,111,3,0,hibernating,Bronze
13949,3,2427.32,160,5,5,5,555,15,1,champions,Platinum
13950,11,745.06,35,5,3,3,533,11,2,potential_loyalists,Silver
13951,176,674.45,39,2,3,3,233,8,3,at_Risk,Gold
13952,218,3251.071,137,1,5,5,155,11,3,at_Risk,Gold
13953,7,3515.68,20,5,5,2,552,12,2,champions,Silver
13954,2,439.92,25,5,2,2,522,9,2,potential_loyalists,Silver
13955,154,322.96,33,2,2,3,223,7,0,hibernating,Bronze
13956,5,1026.42,152,5,4,5,545,14,1,champions,Platinum
13959,79,598.2,92,2,3,4,234,9,3,at_Risk,Gold
13960,21,230.22,12,4,1,1,411,6,2,promising,Silver
13962,22,169.55,11,4,1,1,411,6,2,promising,Silver
13963,308,664.54,35,1,3,3,133,7,3,at_Risk,Gold
13967,146,80.7,2,2,1,1,211,4,0,hibernating,Bronze
13969,7,9053.94,626,5,5,5,555,15,1,champions,Platinum
13971,19,2758.26,149,4,5,5,455,14,1,loyal_customers,Platinum
13972,71,190.25,15,3,1,2,312,6,0,about_to_sleep,Bronze
13973,287,264.7,11,1,2,1,121,4,0,hibernating,Bronze
13974,49,413.59000000000003,28,3,2,2,322,7,2,about_to_sleep,Silver
13975,31,2526.28,338,4,5,5,455,14,1,loyal_customers,Platinum
13976,207,357.98,10,1,2,1,121,4,0,hibernating,Bronze
13978,15,196.79000000000002,15,4,1,2,412,7,2,promising,Silver
13979,73,869.87,54,2,3,3,233,8,3,at_Risk,Gold
13980,60,200.14,11,3,1,1,311,5,0,about_to_sleep,Bronze
13982,39,1871.81,111,3,4,4,344,11,3,loyal_customers,Gold
13983,30,2603.43,107,4,5,4,454,13,3,loyal_customers,Gold
13984,27,920.51,16,4,3,2,432,9,2,potential_loyalists,Silver
13985,4,7060.13,349,5,5,5,555,15,1,champions,Platinum
13986,17,320.46,13,4,2,1,421,7,2,potential_loyalists,Silver
13988,20,4147.96,234,4,5,5,455,14,1,loyal_customers,Platinum
13989,66,1266.08,41,3,4,3,343,10,3,loyal_customers,Gold
13990,213,311.3,16,1,2,2,122,5,0,hibernating,Bronze
13991,12,855.97,84,5,3,4,534,12,2,potential_loyalists,Silver
13992,30,76.8,5,4,1,1,411,6,0,promising,Bronze
13993,43,3466.36,121,3,5,4,354,12,3,loyal_customers,Gold
13994,4,2313.14,155,5,5,5,555,15,1,champions,Platinum
13995,15,1393.69,86,4,4,4,444,12,1,loyal_customers,Platinum
13999,10,3901.81,208,5,5,5,555,15,1,champions,Platinum
14000,211,635.66,15,1,3,2,132,6,0,at_Risk,Bronze
14001,46,2043.0800000000002,39,3,4,3,343,10,3,loyal_customers,Gold
14002,134,529.73,47,2,3,3,233,8,3,at_Risk,Gold
14004,43,4582.64,171,3,5,5,355,13,1,loyal_customers,Platinum
14005,10,2874.72,84,5,5,4,554,14,1,champions,Platinum
14006,116,962.19,30,2,4,3,243,9,3,at_Risk,Gold
14009,198,695.61,42,1,3,3,133,7,3,at_Risk,Gold
14012,278,328.8,11,1,2,1,121,4,0,hibernating,Bronze
14013,110,473.02,34,2,2,3,223,7,3,hibernating,Gold
14014,77,505.18,39,2,3,3,233,8,3,at_Risk,Gold
14015,53,917.34,20,3,3,2,332,8,3,need_attention,Gold
14016,162,4341.21,161,2,5,5,255,12,3,at_Risk,Gold
14019,47,1421.61,66,3,4,4,344,11,3,loyal_customers,Gold
14020,17,642.8,39,4,3,3,433,10,2,potential_loyalists,Silver
14021,155,631.9,22,2,3,2,232,7,0,at_Risk,Bronze
14022,225,440.0,28,1,2,2,122,5,0,hibernating,Bronze
14023,7,584.07,31,5,3,3,533,11,2,potential_loyalists,Silver
14024,122,327.7,16,2,2,2,222,6,0,hibernating,Bronze
14027,61,104.82,6,3,1,1,311,5,0,about_to_sleep,Bronze
14029,63,467.66,15,3,2,2,322,7,0,about_to_sleep,Bronze
14030,18,2360.09,243,4,5,5,455,14,1,loyal_customers,Platinum
14031,7,17286.86,250,5,5,5,555,15,1,champions,Platinum
14032,2,2975.59,143,5,5,5,555,15,1,champions,Platinum
14034,22,651.8199999999999,89,4,3,4,434,11,2,potential_loyalists,Silver
14035,29,1428.02,66,4,4,4,444,12,3,loyal_customers,Gold
14036,285,626.65,38,1,3,3,133,7,3,at_Risk,Gold
14037,176,147.20000000000002,28,2,1,2,212,5,0,hibernating,Bronze
14038,78,1560.38,92,2,4,4,244,10,3,at_Risk,Gold
14039,33,152.2,6,4,1,1,411,6,0,promising,Bronze
14040,41,3614.92,235,3,5,5,355,13,1,loyal_customers,Platinum
14041,266,141.41,21,1,1,2,112,4,0,hibernating,Bronze
14044,27,652.82,209,4,3,5,435,12,3,potential_loyalists,Gold
14045,109,1659.75,6,2,4,1,241,7,0,at_Risk,Bronze
14046,284,154.99,14,1,1,2,112,4,0,hibernating,Bronze
14047,9,1308.6100000000001,32,5,4,3,543,12,2,champions,Silver
14048,305,409.93,85,1,2,4,124,7,3,hibernating,Gold
14049,17,5681.72,488,4,5,5,455,14,1,loyal_customers,Platinum
14050,32,746.36,54,4,3,3,433,10,3,potential_loyalists,Gold
14051,1,15610.390000000001,210,5,5,5,555,15,1,champions,Platinum
14052,20,225.36,56,4,1,3,413,8,2,promising,Silver
14053,124,260.25,4,2,2,1,221,5,0,hibernating,Bronze
14054,65,92.46,6,3,1,1,311,5,0,about_to_sleep,Bronze
14055,106,725.6400000000001,10,2,3,1,231,6,0,at_Risk,Bronze
14056,1,8214.65,1106,5,5,5,555,15,1,champions,Platinum
14057,24,6217.96,284,4,5,5,455,14,1,loyal_customers,Platinum
14059,267,183.6,8,1,1,1,111,3,0,hibernating,Bronze
14060,5,6140.42,202,5,5,5,555,15,1,champions,Platinum
14062,10,10464.85,111,5,5,4,554,14,1,champions,Platinum
14064,29,1353.74,80,4,4,4,444,12,3,loyal_customers,Gold
14066,267,152.55,7,1,1,1,111,3,0,hibernating,Bronze
14067,64,374.7,52,3,2,3,323,8,3,about_to_sleep,Gold
14068,320,265.85,24,1,2,2,122,5,0,hibernating,Bronze
14071,4,1438.82,324,5,4,5,545,14,1,champions,Platinum
14073,32,151.04,13,4,1,1,411,6,0,promising,Bronze
14075,5,942.26,43,5,4,3,543,12,2,champions,Silver
14076,129,122.47,46,2,1,3,213,6,0,hibernating,Bronze
14077,41,499.41999999999996,42,3,3,3,333,9,2,need_attention,Silver
14078,102,1049.37,65,2,4,4,244,10,3,at_Risk,Gold
14079,125,375.1,12,2,2,1,221,5,0,hibernating,Bronze
14080,33,45.599999999999994,4,4,1,1,411,6,0,promising,Bronze
14081,302,934.52,153,1,3,5,135,9,3,at_Risk,Gold
14082,365,182.25,29,1,1,2,112,4,0,hibernating,Bronze
14083,4,1018.43,181,5,4,5,545,14,1,champions,Platinum
14085,2,4448.54,450,5,5,5,555,15,1,champions,Platinum
14087,3,194.42,69,5,1,4,514,10,2,new_customers,Silver
14088,10,50491.81,589,5,5,5,555,15,1,champions,Platinum
14089,57,161.0,14,3,1,2,312,6,0,about_to_sleep,Bronze
14090,325,76.32000000000001,1,1,1,1,111,3,0,hibernating,Bronze
14092,8,4076.91,214,5,5,5,555,15,1,champions,Platinum
14093,12,442.85,105,5,2,4,524,11,2,potential_loyalists,Silver
14096,4,65164.79,5111,5,5,5,555,15,1,champions,Platinum
14098,37,147.35,21,3,1,2,312,6,0,about_to_sleep,Bronze
14099,16,3104.17,250,4,5,5,455,14,1,loyal_customers,Platinum
14100,138,194.9,26,2,1,2,212,5,0,hibernating,Bronze
14101,74,5976.79,35,2,5,3,253,10,3,at_Risk,Gold
14102,5,1360.28,79,5,4,4,544,13,1,champions,Platinum
14104,155,216.20999999999998,21,2,1,2,212,5,0,hibernating,Bronze
14105,239,1266.23,74,1,4,4,144,9,3,at_Risk,Gold
14107,52,2703.23,123,3,5,5,355,13,3,loyal_customers,Gold
14108,31,597.91,34,4,3,3,433,10,2,potential_loyalists,Silver
14109,73,144.2,9,2,1,1,211,4,0,hibernating,Bronze
14110,4,5683.15,155,5,5,5,555,15,1,champions,Platinum
14111,14,692.85,10,5,3,1,531,9,2,potential_loyalists,Silver
14112,23,2915.15,160,4,5,5,455,14,1,loyal_customers,Platinum
14113,4,1840.42,34,5,4,3,543,12,2,champions,Silver
14114,274,386.53,15,1,2,2,122,5,0,hibernating,Bronze
14116,20,1382.74,72,4,4,4,444,12,3,loyal_customers,Gold
14117,144,90.0,3,2,1,1,211,4,0,hibernating,Bronze
14121,4,2780.15,159,5,5,5,555,15,1,champions,Platinum
14124,84,419.58000000000004,5,2,2,1,221,5,0,hibernating,Bronze
14125,11,2740.43,167,5,5,5,555,15,1,champions,Platinum
14126,8,706.1300000000001,15,5,3,2,532,10,2,potential_loyalists,Silver
14127,123,709.71,44,2,3,3,233,8,3,at_Risk,Gold
14128,61,637.5,46,3,3,3,333,9,3,need_attention,Gold
14129,2,1123.8600000000001,52,5,4,3,543,12,2,champions,Silver
14130,319,483.86,67,1,2,4,124,7,3,hibernating,Gold
14132,2,3586.0299999999997,200,5,5,5,555,15,1,champions,Platinum
14133,130,605.64,28,2,3,2,232,7,3,at_Risk,Gold
14135,2,4690.31,134,5,5,5,555,15,1,champions,Platinum
14138,2,982.3800000000001,47,5,4,3,543,12,2,champions,Silver
14139,46,415.82,26,3,2,2,322,7,2,about_to_sleep,Silver
14140,4,935.05,66,5,3,4,534,12,2,potential_loyalists,Silver
14141,3,915.13,40,5,3,3,533,11,2,potential_loyalists,Silver
14142,373,311.81,22,1,2,2,122,5,0,hibernating,Bronze
14143,134,115.8,7,2,1,1,211,4,0,hibernating,Bronze
14145,47,3742.2,11,3,5,1,351,9,3,loyal_customers,Gold
14146,9,4191.0,210,5,5,5,555,15,1,champions,Platinum
14147,78,483.4,5,2,2,1,221,5,0,hibernating,Bronze
14148,234,157.2,3,1,1,1,111,3,0,hibernating,Bronze
14149,221,446.62,28,1,2,2,122,5,0,hibernating,Bronze
14150,36,658.64,26,3,3,2,332,8,2,need_attention,Silver
14152,75,621.29,49,2,3,3,233,8,3,at_Risk,Gold
14154,239,1345.62,52,1,4,3,143,8,3,at_Risk,Gold
14155,266,118.75,6,1,1,1,111,3,0,hibernating,Bronze
14156,10,117379.63,1400,5,5,5,555,15,1,champions,Platinum
14157,20,432.88,48,4,2,3,423,9,2,potential_loyalists,Silver
14158,40,507.66,41,3,3,3,333,9,2,need_attention,Silver
14159,20,4693.01,1204,4,5,5,455,14,1,loyal_customers,Platinum
14161,216,1110.52,108,1,4,4,144,9,3,at_Risk,Gold
14162,174,289.36,25,2,2,2,222,6,0,hibernating,Bronze
14163,87,2445.91,52,2,5,3,253,10,3,at_Risk,Gold
14164,71,1631.77,29,3,4,2,342,9,3,loyal_customers,Gold
14165,276,122.53999999999999,25,1,1,2,112,4,0,hibernating,Bronze
14167,39,574.84,52,3,3,3,333,9,3,need_attention,Gold
14171,98,363.79,58,2,2,3,223,7,3,hibernating,Gold
14173,11,450.84,29,5,2,2,522,9,2,potential_loyalists,Silver
14174,33,134.46,26,4,1,2,412,7,2,promising,Silver
14175,60,3222.3,149,3,5,5,355,13,3,loyal_customers,Gold
14176,297,576.9000000000001,31,1,3,3,133,7,0,at_Risk,Bronze
14177,86,559.41,42,2,3,3,233,8,3,at_Risk,Gold
14178,9,1620.93,327,5,4,5,545,14,1,champions,Platinum
14179,41,719.78,165,3,3,5,335,11,3,need_attention,Gold
14180,11,4748.52,240,5,5,5,555,15,1,champions,Platinum
14184,67,452.89,24,3,2,2,322,7,0,about_to_sleep,Bronze
14185,331,197.65,3,1,1,1,111,3,0,hibernating,Bronze
14188,31,2054.36,65,4,5,4,454,13,3,loyal_customers,Gold
14189,2,4654.08,265,5,5,5,555,15,1,champions,Platinum
14191,2,4684.76,259,5,5,5,555,15,1,champions,Platinum
14193,68,853.39,42,3,3,3,333,9,3,need_attention,Gold
14194,5,11349.52,579,5,5,5,555,15,1,champions,Platinum
14195,202,1012.0,7,1,4,1,141,6,0,at_Risk,Bronze
14196,107,335.52,6,2,2,1,221,5,0,hibernating,Bronze
14198,18,701.4,39,4,3,3,433,10,2,potential_loyalists,Silver
14199,218,185.39999999999998,2,1,1,1,111,3,0,hibernating,Bronze
14201,60,747.44,37,3,3,3,333,9,3,need_attention,Gold
14204,2,161.03,44,5,1,3,513,9,2,new_customers,Silver
14205,17,466.7,24,4,2,2,422,8,2,potential_loyalists,Silver
14206,239,328.15999999999997,20,1,2,2,122,5,0,hibernating,Bronze
14208,95,151.74,10,2,1,1,211,4,0,hibernating,Bronze
14209,11,2073.43,87,5,5,4,554,14,1,champions,Platinum
14210,106,1905.8400000000001,102,2,4,4,244,10,3,at_Risk,Gold
14211,53,2241.1,112,3,5,4,354,12,3,loyal_customers,Gold
14212,90,1070.48,9,2,4,1,241,7,0,at_Risk,Bronze
14214,31,1004.38,67,4,4,4,444,12,3,loyal_customers,Gold
14215,12,1789.72,108,5,4,4,544,13,1,champions,Platinum
14216,3,1839.3,59,5,4,4,544,13,1,champions,Platinum
14217,2,2004.98,100,5,4,4,544,13,1,champions,Platinum
14218,43,169.48000000000002,12,3,1,1,311,5,0,about_to_sleep,Bronze
14219,4,89.94,7,5,1,1,511,7,2,new_customers,Silver
14220,247,632.4,21,1,3,2,132,6,0,at_Risk,Bronze
14221,42,3432.8,193,3,5,5,355,13,1,loyal_customers,Platinum
14222,177,683.17,41,2,3,3,233,8,3,at_Risk,Gold
14223,92,991.13,60,2,4,4,244,10,3,at_Risk,Gold
14224,110,1050.12,118,2,4,4,244,10,3,at_Risk,Gold
14226,29,2232.19,67,4,5,4,454,13,3,loyal_customers,Gold
14227,26,3350.96,175,4,5,5,455,14,1,loyal_customers,Platinum
14229,52,1547.2,40,3,4,3,343,10,3,loyal_customers,Gold
14231,184,925.71,50,1,3,3,133,7,3,at_Risk,Gold
14232,43,2048.07,115,3,4,4,344,11,3,loyal_customers,Gold
14233,49,1462.72,35,3,4,3,343,10,3,loyal_customers,Gold
14234,22,775.46,159,4,3,5,435,12,3,potential_loyalists,Gold
14235,75,3144.86,79,2,5,4,254,11,3,at_Risk,Gold
14236,81,490.86,15,2,3,2,232,7,0,at_Risk,Bronze
14237,373,161.0,9,1,1,1,111,3,0,hibernating,Bronze
14238,326,146.85,8,1,1,1,111,3,0,hibernating,Bronze
14239,43,2380.85,112,3,5,4,354,12,3,loyal_customers,Gold
14240,30,890.34,42,4,3,3,433,10,3,potential_loyalists,Gold
14241,184,213.70000000000002,10,1,1,1,111,3,0,hibernating,Bronze
14242,235,280.55,16,1,2,2,122,5,0,hibernating,Bronze
14243,9,2588.77,141,5,5,5,555,15,1,champions,Platinum
14245,220,1693.45,108,1,4,4,144,9,3,at_Risk,Gold
14246,111,1474.06,75,2,4,4,244,10,3,at_Risk,Gold
14247,278,136.76999999999998,20,1,1,2,112,4,0,hibernating,Bronze
14248,318,302.58,8,1,2,1,121,4,0,hibernating,Bronze
14250,7,1904.05,111,5,4,4,544,13,1,champions,Platinum
14251,2,2879.7000000000003,78,5,5,4,554,14,1,champions,Platinum
14256,260,969.0600000000001,53,1,4,3,143,8,3,at_Risk,Gold
14257,64,3099.7200000000003,106,3,5,4,354,12,3,loyal_customers,Gold
14258,9,12669.98,111,5,5,4,554,14,1,champions,Platinum
14259,142,120.0,5,2,1,1,211,4,0,hibernating,Bronze
14261,51,1163.45,52,3,4,3,343,10,3,loyal_customers,Gold
14262,8,2618.23,143,5,5,5,555,15,1,champions,Platinum
14264,155,333.97,17,2,2,2,222,6,0,hibernating,Bronze
14265,109,530.18,31,2,3,3,233,8,3,at_Risk,Gold
14267,163,1516.24,55,2,4,3,243,9,3,at_Risk,Gold
14270,332,492.65000000000003,29,1,3,2,132,6,0,at_Risk,Bronze
14271,226,112.32,10,1,1,1,111,3,0,hibernating,Bronze
14272,74,437.96,33,2,2,3,223,7,3,hibernating,Gold
14273,51,559.97,29,3,3,2,332,8,3,need_attention,Gold
14276,99,1119.74,64,2,4,4,244,10,3,at_Risk,Gold
14277,15,4216.2,225,4,5,5,455,14,1,loyal_customers,Platinum
14280,197,134.04,8,1,1,1,111,3,0,hibernating,Bronze
14282,3,3729.34,156,5,5,5,555,15,1,champions,Platinum
14284,31,595.25,32,4,3,3,433,10,2,potential_loyalists,Silver
14285,21,1910.01,27,4,4,2,442,10,2,loyal_customers,Silver
14286,24,4628.75,280,4,5,5,455,14,1,loyal_customers,Platinum
14287,8,176.63,9,5,1,1,511,7,2,new_customers,Silver
14288,213,426.6,16,1,2,2,122,5,0,hibernating,Bronze
14289,9,911.26,47,5,3,3,533,11,2,potential_loyalists,Silver
14290,11,2314.65,101,5,5,4,554,14,1,champions,Platinum
14291,2,3883.25,237,5,5,5,555,15,1,champions,Platinum
14292,8,4871.93,100,5,5,4,554,14,1,champions,Platinum
14293,3,1046.56,61,5,4,4,544,13,2,champions,Silver
14295,40,166.20000000000002,5,3,1,1,311,5,0,about_to_sleep,Bronze
14297,18,1305.33,62,4,4,4,444,12,3,loyal_customers,Gold
